Channel ,Time_Hours,Current_mA,CurrentDensity_mA/cm^2,Time_Since_Inoc_hrs
1_prime1092,126.11,0.303992,0.0101,111.99
1_prime1092,126.13,0.303783,0.0100,112.01
1_prime1092,126.15,0.303692,0.0100,112.03
1_prime1092,126.18,0.303885,0.0101,112.05
1_prime1092,126.20,0.303867,0.0101,112.07
1_prime1092,126.22,0.303845,0.0101,112.09
1_prime1092,126.24,0.304449,0.0101,112.11
1_prime1092,134.32,0.653828,0.0216,120.20
1_prime1092,134.34,0.654015,0.0216,120.22
1_prime1092,134.36,0.654951,0.0217,120.24
1_prime1092,134.38,0.654889,0.0217,120.26
1_prime1092,134.40,0.654792,0.0217,120.28
1_prime1092,134.43,0.654364,0.0216,120.30
1_prime1092,134.45,0.654095,0.0216,120.32
1_prime1092,134.47,0.653871,0.0216,120.34
1_prime1092,134.49,0.653847,0.0216,120.36
1_prime1092,134.51,0.653268,0.0216,120.38
1_prime1092,134.53,0.654293,0.0216,120.40
1_prime1092,134.55,0.654938,0.0217,120.43
1_prime1092,134.57,0.655133,0.0217,120.45
1_prime1092,134.59,0.655001,0.0217,120.47
1_prime1092,134.61,0.654567,0.0217,120.49
1_prime1092,134.63,0.654632,0.0217,120.51
1_prime1092,134.65,0.655102,0.0217,120.53
1_prime1092,134.68,0.655480,0.0217,120.55
1_prime1092,134.70,0.655638,0.0217,120.57
1_prime1092,134.72,0.654084,0.0216,120.59
1_prime1092,134.74,0.655892,0.0217,120.61
1_prime1092,134.76,0.655957,0.0217,120.63
1_prime1092,134.78,0.656223,0.0217,120.65
1_prime1092,134.80,0.656189,0.0217,120.68
1_prime1092,134.82,0.656304,0.0217,120.70
1_prime1092,134.84,0.656951,0.0217,120.72
1_prime1092,134.86,0.656961,0.0217,120.74
1_prime1092,134.88,0.657106,0.0217,120.76
1_prime1092,134.90,0.658301,0.0218,120.78
1_prime1092,134.93,0.658480,0.0218,120.80
1_prime1092,134.95,0.658273,0.0218,120.82
1_prime1092,134.97,0.657785,0.0218,120.84
1_prime1092,134.99,0.658078,0.0218,120.86
1_prime1092,135.01,0.657535,0.0217,120.88
1_prime1092,135.03,0.657183,0.0217,120.90
1_prime1092,135.05,0.657952,0.0218,120.93
1_prime1092,135.07,0.659038,0.0218,120.95
1_prime1092,135.09,0.657745,0.0218,120.97
1_prime1092,135.11,0.657456,0.0217,120.99
1_prime1092,135.13,0.659368,0.0218,121.01
1_prime1092,135.15,0.659321,0.0218,121.03
1_prime1092,135.18,0.659916,0.0218,121.05
1_prime1092,135.20,0.658942,0.0218,121.07
1_prime1092,135.22,0.659158,0.0218,121.09
1_prime1092,135.24,0.659953,0.0218,121.11
1_prime1092,135.26,0.660345,0.0218,121.13
1_prime1092,135.28,0.660016,0.0218,121.15
1_prime1092,135.30,0.659811,0.0218,121.18
1_prime1092,135.32,0.660138,0.0218,121.20
1_prime1092,135.34,0.660019,0.0218,121.22
1_prime1092,135.36,0.660552,0.0218,121.24
1_prime1092,135.38,0.660731,0.0219,121.26
1_prime1092,135.40,0.660605,0.0219,121.28
1_prime1092,135.43,0.660714,0.0219,121.30
1_prime1092,135.45,0.661369,0.0219,121.32
1_prime1092,135.47,0.660260,0.0218,121.34
1_prime1092,135.49,0.661488,0.0219,121.36
1_prime1092,135.51,0.661911,0.0219,121.38
1_prime1092,135.53,0.661856,0.0219,121.40
1_prime1092,135.55,0.661690,0.0219,121.43
1_prime1092,135.57,0.662124,0.0219,121.45
1_prime1092,135.59,0.661826,0.0219,121.47
1_prime1092,135.61,0.662091,0.0219,121.49
1_prime1092,135.63,0.661918,0.0219,121.51
1_prime1092,135.65,0.661286,0.0219,121.53
1_prime1092,135.68,0.661387,0.0219,121.55
1_prime1092,135.70,0.663076,0.0219,121.57
1_prime1092,135.72,0.663332,0.0219,121.59
1_prime1092,135.74,0.663013,0.0219,121.61
1_prime1092,135.76,0.662841,0.0219,121.63
1_prime1092,135.78,0.661803,0.0219,121.65
1_prime1092,135.80,0.662836,0.0219,121.68
1_prime1092,135.82,0.663432,0.0219,121.70
1_prime1092,135.84,0.662803,0.0219,121.72
1_prime1092,135.86,0.662698,0.0219,121.74
1_prime1092,135.88,0.663672,0.0220,121.76
1_prime1092,135.90,0.663675,0.0220,121.78
1_prime1092,135.93,0.664673,0.0220,121.80
1_prime1092,135.95,0.663976,0.0220,121.82
1_prime1092,135.97,0.663877,0.0220,121.84
1_prime1092,135.99,0.664753,0.0220,121.86
1_prime1092,136.01,0.665501,0.0220,121.88
1_prime1092,136.03,0.664897,0.0220,121.90
1_prime1092,136.05,0.664432,0.0220,121.93
1_prime1092,136.07,0.665061,0.0220,121.95
1_prime1092,136.09,0.664608,0.0220,121.97
1_prime1092,136.11,0.666052,0.0220,121.99
1_prime1092,136.13,0.665645,0.0220,122.01
1_prime1092,136.15,0.665915,0.0220,122.03
1_prime1092,136.18,0.665859,0.0220,122.05
1_prime1092,136.20,0.666253,0.0220,122.07
1_prime1092,136.22,0.666370,0.0220,122.09
1_prime1092,136.24,0.666142,0.0220,122.11
1_prime1092,136.26,0.665792,0.0220,122.13
1_prime1092,136.28,0.666986,0.0221,122.15
1_prime1092,136.30,0.667358,0.0221,122.18
1_prime1092,136.32,0.666821,0.0221,122.20
1_prime1092,136.34,0.666466,0.0220,122.22
1_prime1092,136.36,0.666358,0.0220,122.24
1_prime1092,136.38,0.666504,0.0220,122.26
1_prime1092,136.40,0.667532,0.0221,122.28
1_prime1092,136.43,0.666828,0.0221,122.30
1_prime1092,136.45,0.668134,0.0221,122.32
1_prime1092,136.47,0.667589,0.0221,122.34
1_prime1092,136.49,0.667219,0.0221,122.36
1_prime1092,136.51,0.667206,0.0221,122.38
1_prime1092,136.53,0.668115,0.0221,122.40
1_prime1092,136.55,0.668372,0.0221,122.43
1_prime1092,136.57,0.668619,0.0221,122.45
1_prime1092,136.59,0.668375,0.0221,122.47
1_prime1092,136.61,0.668500,0.0221,122.49
1_prime1092,136.63,0.667424,0.0221,122.51
1_prime1092,136.65,0.669552,0.0221,122.53
1_prime1092,136.68,0.668720,0.0221,122.55
1_prime1092,136.70,0.667955,0.0221,122.57
1_prime1092,136.72,0.667747,0.0221,122.59
1_prime1092,136.74,0.668733,0.0221,122.61
1_prime1092,136.76,0.668130,0.0221,122.63
1_prime1092,136.78,0.668706,0.0221,122.65
1_prime1092,136.80,0.668801,0.0221,122.68
1_prime1092,136.82,0.668399,0.0221,122.70
1_prime1092,136.84,0.667846,0.0221,122.72
1_prime1092,136.86,0.668827,0.0221,122.74
1_prime1092,136.88,0.667937,0.0221,122.76
1_prime1092,136.90,0.667629,0.0221,122.78
1_prime1092,136.93,0.668323,0.0221,122.80
1_prime1092,136.95,0.668126,0.0221,122.82
1_prime1092,136.97,0.668331,0.0221,122.84
1_prime1092,136.99,0.669381,0.0221,122.86
1_prime1092,137.01,0.669237,0.0221,122.88
1_prime1092,137.03,0.669142,0.0221,122.90
1_prime1092,137.05,0.668127,0.0221,122.93
1_prime1092,137.07,0.669121,0.0221,122.95
1_prime1092,137.09,0.668126,0.0221,122.97
1_prime1092,137.11,0.668461,0.0221,122.99
1_prime1092,137.13,0.669223,0.0221,123.01
1_prime1092,137.15,0.670645,0.0222,123.03
1_prime1092,137.18,0.670365,0.0222,123.05
1_prime1092,137.20,0.669388,0.0221,123.07
1_prime1092,137.22,0.669248,0.0221,123.09
1_prime1092,137.24,0.669219,0.0221,123.11
1_prime1092,137.26,0.669716,0.0222,123.13
1_prime1092,137.28,0.669993,0.0222,123.15
1_prime1092,137.30,0.670216,0.0222,123.18
1_prime1092,137.32,0.669719,0.0222,123.20
1_prime1092,137.34,0.670352,0.0222,123.22
1_prime1092,137.36,0.670988,0.0222,123.24
1_prime1092,137.38,0.669660,0.0221,123.26
1_prime1092,137.40,0.670043,0.0222,123.28
1_prime1092,137.43,0.669729,0.0222,123.30
1_prime1092,137.45,0.669780,0.0222,123.32
1_prime1092,137.47,0.670237,0.0222,123.34
1_prime1092,137.49,0.669198,0.0221,123.36
1_prime1092,137.51,0.670613,0.0222,123.38
1_prime1092,137.53,0.670694,0.0222,123.40
1_prime1092,137.55,0.670694,0.0222,123.43
1_prime1092,137.57,0.671201,0.0222,123.45
1_prime1092,137.59,0.672000,0.0222,123.47
1_prime1092,137.61,0.671975,0.0222,123.49
1_prime1092,137.63,0.670826,0.0222,123.51
1_prime1092,137.65,0.671520,0.0222,123.53
1_prime1092,137.68,0.672265,0.0222,123.55
1_prime1092,137.70,0.671654,0.0222,123.57
1_prime1092,137.72,0.672066,0.0222,123.59
1_prime1092,137.74,0.672079,0.0222,123.61
1_prime1092,137.76,0.672464,0.0222,123.63
1_prime1092,137.78,0.672935,0.0223,123.65
1_prime1092,137.80,0.673972,0.0223,123.68
1_prime1092,137.82,0.672595,0.0222,123.70
1_prime1092,137.84,0.673311,0.0223,123.72
1_prime1092,137.86,0.673900,0.0223,123.74
1_prime1092,137.88,0.674356,0.0223,123.76
1_prime1092,137.90,0.673532,0.0223,123.78
1_prime1092,137.93,0.674179,0.0223,123.80
1_prime1092,137.95,0.674309,0.0223,123.82
1_prime1092,137.97,0.673727,0.0223,123.84
1_prime1092,137.99,0.673383,0.0223,123.86
1_prime1092,138.01,0.674512,0.0223,123.88
1_prime1092,138.03,0.675867,0.0224,123.90
1_prime1092,138.05,0.674807,0.0223,123.93
1_prime1092,138.07,0.674962,0.0223,123.95
1_prime1092,138.09,0.675167,0.0223,123.97
1_prime1092,138.11,0.676353,0.0224,123.99
1_prime1092,138.13,0.675184,0.0223,124.01
1_prime1092,138.15,0.675179,0.0223,124.03
1_prime1092,138.18,0.674541,0.0223,124.05
1_prime1092,138.20,0.675985,0.0224,124.07
1_prime1092,138.22,0.677223,0.0224,124.09
1_prime1092,138.24,0.677354,0.0224,124.11
1_prime1092,138.26,0.676791,0.0224,124.13
1_prime1092,138.28,0.676849,0.0224,124.15
1_prime1092,138.30,0.677804,0.0224,124.18
1_prime1092,138.32,0.677552,0.0224,124.20
1_prime1092,138.34,0.677924,0.0224,124.22
1_prime1092,138.36,0.678126,0.0224,124.24
1_prime1092,138.38,0.676557,0.0224,124.26
1_prime1092,138.40,0.677388,0.0224,124.28
1_prime1092,138.43,0.677784,0.0224,124.30
1_prime1092,138.45,0.677632,0.0224,124.32
1_prime1092,138.47,0.678077,0.0224,124.34
1_prime1092,138.49,0.678384,0.0224,124.36
1_prime1092,138.51,0.678659,0.0224,124.38
1_prime1092,138.53,0.678921,0.0225,124.40
1_prime1092,138.55,0.679344,0.0225,124.43
1_prime1092,138.57,0.679476,0.0225,124.45
1_prime1092,138.59,0.680332,0.0225,124.47
1_prime1092,138.61,0.680064,0.0225,124.49
1_prime1092,138.63,0.679572,0.0225,124.51
1_prime1092,138.65,0.679323,0.0225,124.53
1_prime1092,138.68,0.678909,0.0225,124.55
1_prime1092,138.70,0.679705,0.0225,124.57
1_prime1092,138.72,0.679801,0.0225,124.59
1_prime1092,138.74,0.680293,0.0225,124.61
1_prime1092,138.76,0.681288,0.0225,124.63
1_prime1092,138.78,0.680784,0.0225,124.65
1_prime1092,138.80,0.681963,0.0226,124.68
1_prime1092,138.82,0.682124,0.0226,124.70
1_prime1092,138.84,0.681060,0.0225,124.72
1_prime1092,138.86,0.681445,0.0225,124.74
1_prime1092,138.88,0.681387,0.0225,124.76
1_prime1092,138.90,0.681113,0.0225,124.78
1_prime1092,138.93,0.681415,0.0225,124.80
1_prime1092,138.95,0.682588,0.0226,124.82
1_prime1092,138.97,0.682924,0.0226,124.84
1_prime1092,138.99,0.683478,0.0226,124.86
1_prime1092,139.01,0.682781,0.0226,124.88
1_prime1092,139.03,0.683450,0.0226,124.90
1_prime1092,139.05,0.683635,0.0226,124.93
1_prime1092,139.07,0.682885,0.0226,124.95
1_prime1092,139.09,0.683239,0.0226,124.97
1_prime1092,139.11,0.682842,0.0226,124.99
1_prime1092,139.13,0.683854,0.0226,125.01
1_prime1092,139.15,0.684864,0.0227,125.03
1_prime1092,139.18,0.685429,0.0227,125.05
1_prime1092,139.20,0.684099,0.0226,125.07
1_prime1092,139.22,0.683844,0.0226,125.09
1_prime1092,139.24,0.684486,0.0226,125.11
1_prime1092,139.26,0.685065,0.0227,125.13
1_prime1092,139.28,0.684958,0.0227,125.15
1_prime1092,139.30,0.684829,0.0227,125.18
1_prime1092,139.32,0.685394,0.0227,125.20
1_prime1092,139.34,0.685675,0.0227,125.22
1_prime1092,139.36,0.685756,0.0227,125.24
1_prime1092,139.38,0.685526,0.0227,125.26
1_prime1092,139.40,0.685685,0.0227,125.28
1_prime1092,139.43,0.686023,0.0227,125.30
1_prime1092,139.45,0.685589,0.0227,125.32
1_prime1092,139.47,0.686916,0.0227,125.34
1_prime1092,139.49,0.685954,0.0227,125.36
1_prime1092,139.51,0.687217,0.0227,125.38
1_prime1092,139.53,0.686422,0.0227,125.40
1_prime1092,139.55,0.687042,0.0227,125.43
1_prime1092,139.57,0.687750,0.0227,125.45
1_prime1092,139.59,0.687533,0.0227,125.47
1_prime1092,139.61,0.687122,0.0227,125.49
1_prime1092,139.63,0.687037,0.0227,125.51
1_prime1092,139.65,0.687962,0.0228,125.53
1_prime1092,139.68,0.689273,0.0228,125.55
1_prime1092,139.70,0.688722,0.0228,125.57
1_prime1092,139.72,0.688220,0.0228,125.59
1_prime1092,139.74,0.688262,0.0228,125.61
1_prime1092,139.76,0.688250,0.0228,125.63
1_prime1092,139.78,0.688321,0.0228,125.65
1_prime1092,139.80,0.688587,0.0228,125.68
1_prime1092,139.82,0.688700,0.0228,125.70
1_prime1092,139.84,0.688268,0.0228,125.72
1_prime1092,139.86,0.688464,0.0228,125.74
1_prime1092,139.88,0.689110,0.0228,125.76
1_prime1092,139.90,0.688987,0.0228,125.78
1_prime1092,139.93,0.689630,0.0228,125.80
1_prime1092,139.95,0.690111,0.0228,125.82
1_prime1092,139.97,0.691140,0.0229,125.84
1_prime1092,139.99,0.691308,0.0229,125.86
1_prime1092,140.01,0.690929,0.0229,125.88
1_prime1092,140.03,0.690768,0.0228,125.90
1_prime1092,140.05,0.690008,0.0228,125.93
1_prime1092,140.07,0.690709,0.0228,125.95
1_prime1092,140.09,0.691548,0.0229,125.97
1_prime1092,140.11,0.690841,0.0229,125.99
1_prime1092,140.13,0.690976,0.0229,126.01
1_prime1092,140.15,0.689985,0.0228,126.03
1_prime1092,140.18,0.690951,0.0229,126.05
1_prime1092,140.20,0.691462,0.0229,126.07
1_prime1092,140.22,0.692009,0.0229,126.09
1_prime1092,140.24,0.691585,0.0229,126.11
1_prime1092,140.26,0.689969,0.0228,126.13
1_prime1092,140.28,0.690548,0.0228,126.15
1_prime1092,140.30,0.692763,0.0229,126.18
1_prime1092,140.32,0.691677,0.0229,126.20
1_prime1092,140.34,0.691824,0.0229,126.22
1_prime1092,140.36,0.692179,0.0229,126.24
1_prime1092,140.38,0.690866,0.0229,126.26
1_prime1092,140.40,0.692709,0.0229,126.28
1_prime1092,140.43,0.692983,0.0229,126.30
1_prime1092,140.45,0.692469,0.0229,126.32
1_prime1092,140.47,0.692521,0.0229,126.34
1_prime1092,140.49,0.693544,0.0229,126.36
1_prime1092,140.51,0.692987,0.0229,126.38
1_prime1092,140.53,0.693347,0.0229,126.40
1_prime1092,140.55,0.693170,0.0229,126.43
1_prime1092,140.57,0.693190,0.0229,126.45
1_prime1092,140.59,0.694029,0.0230,126.47
1_prime1092,140.61,0.693544,0.0229,126.49
1_prime1092,140.63,0.693772,0.0229,126.51
1_prime1092,140.65,0.693918,0.0230,126.53
1_prime1092,140.68,0.693591,0.0229,126.55
1_prime1092,140.70,0.693647,0.0229,126.57
1_prime1092,140.72,0.694784,0.0230,126.59
1_prime1092,140.74,0.694642,0.0230,126.61
1_prime1092,140.76,0.694402,0.0230,126.63
1_prime1092,140.78,0.694117,0.0230,126.65
1_prime1092,140.80,0.694078,0.0230,126.68
1_prime1092,140.82,0.695299,0.0230,126.70
1_prime1092,140.84,0.695660,0.0230,126.72
1_prime1092,140.86,0.694304,0.0230,126.74
1_prime1092,140.88,0.695325,0.0230,126.76
1_prime1092,140.90,0.695695,0.0230,126.78
1_prime1092,140.93,0.695114,0.0230,126.80
1_prime1092,140.95,0.694660,0.0230,126.82
1_prime1092,140.97,0.694702,0.0230,126.84
1_prime1092,140.99,0.695076,0.0230,126.86
1_prime1092,141.01,0.695249,0.0230,126.88
1_prime1092,141.03,0.695767,0.0230,126.90
1_prime1092,141.05,0.695700,0.0230,126.93
1_prime1092,141.07,0.695428,0.0230,126.95
1_prime1092,141.09,0.694595,0.0230,126.97
1_prime1092,141.11,0.695204,0.0230,126.99
1_prime1092,141.13,0.696407,0.0230,127.01
1_prime1092,141.15,0.695229,0.0230,127.03
1_prime1092,141.18,0.695172,0.0230,127.05
1_prime1092,141.20,0.695346,0.0230,127.07
1_prime1092,141.22,0.695797,0.0230,127.09
1_prime1092,141.24,0.696406,0.0230,127.11
1_prime1092,141.26,0.697320,0.0231,127.13
1_prime1092,141.28,0.696467,0.0230,127.15
1_prime1092,141.30,0.697111,0.0231,127.18
1_prime1092,141.32,0.696779,0.0230,127.20
1_prime1092,141.34,0.696518,0.0230,127.22
1_prime1092,141.36,0.697674,0.0231,127.24
1_prime1092,141.38,0.697839,0.0231,127.26
1_prime1092,141.40,0.696820,0.0230,127.28
1_prime1092,141.43,0.697269,0.0231,127.30
1_prime1092,141.45,0.697203,0.0231,127.32
1_prime1092,141.47,0.697233,0.0231,127.34
1_prime1092,141.49,0.697488,0.0231,127.36
1_prime1092,141.51,0.697759,0.0231,127.38
1_prime1092,141.53,0.697342,0.0231,127.40
1_prime1092,141.55,0.698050,0.0231,127.43
1_prime1092,141.57,0.698232,0.0231,127.45
1_prime1092,141.59,0.697035,0.0231,127.47
1_prime1092,141.61,0.698268,0.0231,127.49
1_prime1092,141.63,0.698362,0.0231,127.51
1_prime1092,141.65,0.698072,0.0231,127.53
1_prime1092,141.68,0.699882,0.0231,127.55
1_prime1092,141.70,0.698719,0.0231,127.57
1_prime1092,141.72,0.699261,0.0231,127.59
1_prime1092,141.74,0.698909,0.0231,127.61
1_prime1092,141.76,0.698957,0.0231,127.63
1_prime1092,141.78,0.699749,0.0231,127.65
1_prime1092,141.80,0.699463,0.0231,127.68
1_prime1092,141.82,0.699399,0.0231,127.70
1_prime1092,141.84,0.698812,0.0231,127.72
1_prime1092,141.86,0.699584,0.0231,127.74
1_prime1092,141.88,0.700162,0.0232,127.76
1_prime1092,141.90,0.699311,0.0231,127.78
1_prime1092,141.93,0.700185,0.0232,127.80
1_prime1092,141.95,0.700371,0.0232,127.82
1_prime1092,141.97,0.700385,0.0232,127.84
1_prime1092,141.99,0.700349,0.0232,127.86
1_prime1092,142.01,0.700150,0.0232,127.88
1_prime1092,142.03,0.700659,0.0232,127.90
1_prime1092,142.05,0.700603,0.0232,127.93
1_prime1092,142.07,0.701192,0.0232,127.95
1_prime1092,142.09,0.701712,0.0232,127.97
1_prime1092,142.11,0.701444,0.0232,127.99
1_prime1092,142.13,0.701349,0.0232,128.01
1_prime1092,142.15,0.701123,0.0232,128.03
1_prime1092,142.18,0.701012,0.0232,128.05
1_prime1092,142.20,0.702053,0.0232,128.07
1_prime1092,142.22,0.701662,0.0232,128.09
1_prime1092,142.24,0.701767,0.0232,128.11
1_prime1092,142.26,0.701979,0.0232,128.13
1_prime1092,142.28,0.702236,0.0232,128.15
1_prime1092,142.30,0.702334,0.0232,128.18
1_prime1092,142.32,0.701322,0.0232,128.20
1_prime1092,142.34,0.701290,0.0232,128.22
1_prime1092,142.36,0.702452,0.0232,128.24
1_prime1092,142.38,0.703914,0.0233,128.26
1_prime1092,142.40,0.703732,0.0233,128.28
1_prime1092,142.43,0.703003,0.0233,128.30
1_prime1092,142.45,0.704657,0.0233,128.32
1_prime1092,142.47,0.704579,0.0233,128.34
1_prime1092,142.49,0.703727,0.0233,128.36
1_prime1092,142.51,0.703015,0.0233,128.38
1_prime1092,142.53,0.702887,0.0232,128.40
1_prime1092,142.55,0.703569,0.0233,128.43
1_prime1092,142.57,0.704787,0.0233,128.45
1_prime1092,142.59,0.705500,0.0233,128.47
1_prime1092,142.61,0.706494,0.0234,128.49
1_prime1092,142.63,0.705006,0.0233,128.51
1_prime1092,142.65,0.704706,0.0233,128.53
1_prime1092,142.68,0.705444,0.0233,128.55
1_prime1092,142.70,0.705461,0.0233,128.57
1_prime1092,142.72,0.705651,0.0233,128.59
1_prime1092,142.74,0.704224,0.0233,128.61
1_prime1092,142.76,0.704021,0.0233,128.63
1_prime1092,142.78,0.704160,0.0233,128.65
1_prime1092,142.80,0.704761,0.0233,128.68
1_prime1092,142.82,0.705040,0.0233,128.70
1_prime1092,142.84,0.705485,0.0233,128.72
1_prime1092,142.86,0.705560,0.0233,128.74
1_prime1092,142.88,0.705096,0.0233,128.76
1_prime1092,142.90,0.705403,0.0233,128.78
1_prime1092,142.93,0.706216,0.0234,128.80
1_prime1092,142.95,0.705562,0.0233,128.82
1_prime1092,142.97,0.705236,0.0233,128.84
1_prime1092,142.99,0.706653,0.0234,128.86
1_prime1092,143.01,0.707616,0.0234,128.88
1_prime1092,143.03,0.707926,0.0234,128.90
1_prime1092,143.05,0.707094,0.0234,128.93
1_prime1092,143.07,0.706900,0.0234,128.95
1_prime1092,143.09,0.705939,0.0233,128.97
1_prime1092,143.11,0.706529,0.0234,128.99
1_prime1092,143.13,0.707331,0.0234,129.01
1_prime1092,143.15,0.707401,0.0234,129.03
1_prime1092,143.18,0.707079,0.0234,129.05
1_prime1092,143.20,0.706645,0.0234,129.07
1_prime1092,143.22,0.706754,0.0234,129.09
1_prime1092,143.24,0.708027,0.0234,129.11
1_prime1092,143.26,0.707085,0.0234,129.13
1_prime1092,143.28,0.707283,0.0234,129.15
1_prime1092,143.30,0.707793,0.0234,129.18
1_prime1092,143.32,0.708037,0.0234,129.20
1_prime1092,143.34,0.707396,0.0234,129.22
1_prime1092,143.36,0.706560,0.0234,129.24
1_prime1092,143.38,0.706982,0.0234,129.26
1_prime1092,143.40,0.708923,0.0234,129.28
1_prime1092,143.43,0.709267,0.0235,129.30
1_prime1092,143.45,0.709235,0.0235,129.32
1_prime1092,143.47,0.708426,0.0234,129.34
1_prime1092,143.49,0.708179,0.0234,129.36
1_prime1092,143.51,0.708280,0.0234,129.38
1_prime1092,143.53,0.708786,0.0234,129.40
1_prime1092,143.55,0.709994,0.0235,129.43
1_prime1092,143.57,0.708993,0.0235,129.45
1_prime1092,143.59,0.710516,0.0235,129.47
1_prime1092,143.61,0.710065,0.0235,129.49
1_prime1092,143.63,0.710096,0.0235,129.51
1_prime1092,143.65,0.709969,0.0235,129.53
1_prime1092,143.68,0.709465,0.0235,129.55
1_prime1092,143.70,0.709373,0.0235,129.57
1_prime1092,143.72,0.710256,0.0235,129.59
1_prime1092,143.74,0.710127,0.0235,129.61
1_prime1092,143.76,0.709338,0.0235,129.63
1_prime1092,143.78,0.708020,0.0234,129.65
1_prime1092,143.80,0.708818,0.0234,129.68
1_prime1092,143.82,0.710022,0.0235,129.70
1_prime1092,143.84,0.711180,0.0235,129.72
1_prime1092,143.86,0.710656,0.0235,129.74
1_prime1092,143.88,0.710347,0.0235,129.76
1_prime1092,143.90,0.710262,0.0235,129.78
1_prime1092,143.93,0.710667,0.0235,129.80
1_prime1092,143.95,0.710391,0.0235,129.82
1_prime1092,143.97,0.710208,0.0235,129.84
1_prime1092,143.99,0.710984,0.0235,129.86
1_prime1092,144.01,0.710535,0.0235,129.88
1_prime1092,144.03,0.711087,0.0235,129.90
1_prime1092,144.05,0.711244,0.0235,129.93
1_prime1092,144.07,0.711571,0.0235,129.95
1_prime1092,144.09,0.710180,0.0235,129.97
1_prime1092,144.11,0.708963,0.0234,129.99
1_prime1092,144.13,0.710595,0.0235,130.01
1_prime1092,144.15,0.711288,0.0235,130.03
1_prime1092,144.18,0.711891,0.0235,130.05
1_prime1092,144.20,0.711860,0.0235,130.07
1_prime1092,144.22,0.711360,0.0235,130.09
1_prime1092,144.24,0.712111,0.0236,130.11
1_prime1092,144.26,0.712933,0.0236,130.13
1_prime1092,144.28,0.712342,0.0236,130.15
1_prime1092,144.30,0.711944,0.0235,130.18
1_prime1092,144.32,0.711148,0.0235,130.20
1_prime1092,144.34,0.711010,0.0235,130.22
1_prime1092,144.36,0.710932,0.0235,130.24
1_prime1092,144.38,0.711609,0.0235,130.26
1_prime1092,144.40,0.711312,0.0235,130.28
1_prime1092,144.43,0.711452,0.0235,130.30
1_prime1092,144.45,0.710964,0.0235,130.32
1_prime1092,144.47,0.711592,0.0235,130.34
1_prime1092,144.49,0.712685,0.0236,130.36
1_prime1092,144.51,0.711503,0.0235,130.38
1_prime1092,144.53,0.710372,0.0235,130.40
1_prime1092,144.55,0.711209,0.0235,130.43
1_prime1092,144.57,0.710937,0.0235,130.45
1_prime1092,144.59,0.712361,0.0236,130.47
1_prime1092,144.61,0.711979,0.0235,130.49
1_prime1092,144.63,0.713413,0.0236,130.51
1_prime1092,144.65,0.712790,0.0236,130.53
1_prime1092,144.68,0.713723,0.0236,130.55
1_prime1092,144.70,0.713506,0.0236,130.57
1_prime1092,144.72,0.711897,0.0235,130.59
1_prime1092,144.74,0.711798,0.0235,130.61
1_prime1092,144.76,0.711399,0.0235,130.63
1_prime1092,144.78,0.712065,0.0236,130.65
1_prime1092,144.80,0.712825,0.0236,130.68
1_prime1092,144.82,0.712892,0.0236,130.70
1_prime1092,144.84,0.710790,0.0235,130.72
1_prime1092,144.86,0.713101,0.0236,130.74
1_prime1092,144.88,0.714258,0.0236,130.76
1_prime1092,144.90,0.713275,0.0236,130.78
1_prime1092,144.93,0.713391,0.0236,130.80
1_prime1092,144.95,0.714281,0.0236,130.82
1_prime1092,144.97,0.714451,0.0236,130.84
1_prime1092,144.99,0.713671,0.0236,130.86
1_prime1092,145.01,0.714625,0.0236,130.88
1_prime1092,145.03,0.714212,0.0236,130.90
1_prime1092,145.05,0.715054,0.0237,130.93
1_prime1092,145.07,0.714679,0.0236,130.95
1_prime1092,145.09,0.715646,0.0237,130.97
1_prime1092,145.11,0.714961,0.0236,130.99
1_prime1092,145.13,0.714467,0.0236,131.01
1_prime1092,145.15,0.713614,0.0236,131.03
1_prime1092,145.18,0.712785,0.0236,131.05
1_prime1092,145.20,0.713730,0.0236,131.07
1_prime1092,145.22,0.714684,0.0236,131.09
1_prime1092,145.24,0.713814,0.0236,131.11
1_prime1092,145.26,0.715215,0.0237,131.13
1_prime1092,145.28,0.714969,0.0236,131.15
1_prime1092,145.30,0.714289,0.0236,131.18
1_prime1092,145.32,0.714746,0.0236,131.20
1_prime1092,145.34,0.714200,0.0236,131.22
1_prime1092,145.36,0.714758,0.0236,131.24
1_prime1092,145.38,0.715546,0.0237,131.26
1_prime1092,145.40,0.717569,0.0237,131.28
1_prime1092,145.43,0.717500,0.0237,131.30
1_prime1092,145.45,0.715569,0.0237,131.32
1_prime1092,145.47,0.714625,0.0236,131.34
1_prime1092,145.49,0.715775,0.0237,131.36
1_prime1092,145.51,0.715653,0.0237,131.38
1_prime1092,145.53,0.717067,0.0237,131.40
1_prime1092,145.55,0.716501,0.0237,131.43
1_prime1092,145.57,0.716934,0.0237,131.45
1_prime1092,145.59,0.716270,0.0237,131.47
1_prime1092,145.61,0.716404,0.0237,131.49
1_prime1092,145.63,0.717176,0.0237,131.51
1_prime1092,145.65,0.716925,0.0237,131.53
1_prime1092,145.68,0.716749,0.0237,131.55
1_prime1092,145.70,0.716932,0.0237,131.57
1_prime1092,145.72,0.716017,0.0237,131.59
1_prime1092,145.74,0.715580,0.0237,131.61
1_prime1092,145.76,0.715433,0.0237,131.63
1_prime1092,145.78,0.715543,0.0237,131.65
